id_a,id_b,cosine_similarity,title_norm_a,title_a,title_norm_b,title_b
35120,77048,0.8585547915921591,star trek logs one and two star trek log 1 2,"Star Trek: Logs One and Two (Star Trek: Log, #1-2)",star trek log two star trek logs 2,"Star Trek Log Two (Star Trek: Logs, #2)"
35182,77047,0.9314771524308841,star trek log one star trek log 1,"Star Trek: Log One (Star Trek: Log, #1)",star trek log one star trek logs 1,Star Trek Log One (Star Trek: Logs #1)
35186,77047,0.8739416377467896,star trek log ten star trek logs 10,"Star Trek Log Ten (Star Trek: Logs, #10)",star trek log one star trek logs 1,Star Trek Log One (Star Trek: Logs #1)
35186,77048,0.8627751821042177,star trek log ten star trek logs 10,"Star Trek Log Ten (Star Trek: Logs, #10)",star trek log two star trek logs 2,"Star Trek Log Two (Star Trek: Logs, #2)"
35187,77047,0.861950453872718,star trek log eight star trek logs 8,"Star Trek Log Eight (Star Trek: Logs, #8)",star trek log one star trek logs 1,Star Trek Log One (Star Trek: Logs #1)
35250,57701,0.8500170210174579,the curse,The Curse,the cursed,The Cursed
35268,35269,0.9256130179568306,the walrus was paul the great beatle death clues,The Walrus Was Paul: The Great Beatle Death Clues,the walrus was paul the great beatle death clues of 1969,The Walrus Was Paul: The Great Beatle Death Clues of 1969
35354,84076,0.8728986024658955,remember me,Remember Me,remember me remember me 1,"Remember Me (Remember Me, #1)"
35435,35438,0.9681603436929205,star wars clone wars adventures vol 2,"Star Wars: Clone Wars Adventures, Vol. 2",star wars clone wars adventures vol 1,"Star Wars: Clone Wars Adventures, Vol. 1"
35435,35460,0.9142475689378482,star wars clone wars adventures vol 2,"Star Wars: Clone Wars Adventures, Vol. 2",star wars clone wars adventures volume 6,"Star Wars: Clone Wars Adventures, Volume 6"
35437,35443,0.9208790739031123,star wars tales vol 1,"Star Wars Tales, Vol. 1",star wars tales vol 3,Star Wars Tales Vol. 3
35438,35460,0.9174456421679268,star wars clone wars adventures vol 1,"Star Wars: Clone Wars Adventures, Vol. 1",star wars clone wars adventures volume 6,"Star Wars: Clone Wars Adventures, Volume 6"
35562,35633,0.9048607891384584,the complete beatles chronicle,The Complete Beatles Chronicle,complete beatles chronicle the,"Complete Beatles Chronicle, The"
35564,35591,0.8556843184066227,the beatles guitar,The Beatles Guitar,the beatles guitar book,The Beatles Guitar Book
35708,35719,0.8546288358034921,margot fonteyn,Margot Fonteyn,margot fonteyn a life,Margot Fonteyn: A Life
35740,82467,1.0,peeling the onion,Peeling the Onion,peeling the onion,Peeling the Onion
35741,97607,1.0,too far afield,Too Far Afield,too far afield,Too Far Afield
35768,98651,0.9447761879118102,william faulkner s absalom absalom a casebook,"William Faulkner's Absalom, Absalom!: A Casebook",william faulkner s absalom absalom a critical casebook,"William Faulkner's Absalom, Absalom!: A Critical Casebook"
35768,98650,0.8939385690760828,william faulkner s absalom absalom a casebook,"William Faulkner's Absalom, Absalom!: A Casebook",william faulkner s absalom absalom a critical study,"William Faulkner's Absalom, Absalom!: A Critical Study."
35810,93569,0.8523923781731335,the night journey,The Night Journey,the night journal,The Night Journal
35870,35875,0.8995272727944319,ghost in the shell ghost in the shell 1,"Ghost in the Shell (Ghost in the Shell, #1)",ghost in the shell,Ghost in the Shell
2058,35878,1.0,ghost in the shell 2 innocence after the long goodbye,Ghost In the Shell 2: Innocence: After the Long Goodbye,ghost in the shell 2 innocence after the long goodbye,Ghost in the Shell 2: Innocence: After The Long Goodbye
35885,83491,0.9330194709227706,flashback,Flashback,flashbacks,Flashbacks
35895,35896,0.9601000608307407,the sgt rock archives vol 3,"The Sgt. Rock Archives, Vol. 3",the sgt rock archives vol 1,"The Sgt. Rock Archives, Vol. 1"
35964,50328,0.9201934643654777,the best american short stories 1999,The Best American Short Stories 1999,the best american short stories 1994,The Best American Short Stories 1994
35964,98769,0.8948506646628219,the best american short stories 1999,The Best American Short Stories 1999,the best american short stories 1995 best american short stories,The Best American Short Stories 1995 (Best American Short Stories)
35964,98114,0.8601285403096263,the best american short stories 1999,The Best American Short Stories 1999,the best american short stories 1984,The Best American Short Stories 1984
35975,77649,0.9385528848346213,bonesetter s daughter,Bonesetter's Daughter,the bonesetter s daughter,The Bonesetter's Daughter
35987,99720,0.9203577080055128,the greek islands,The Greek Islands,greek islands,Greek Islands
35998,60372,0.8753345011755911,the zigzag way,The Zigzag Way,the zigzag kid,The Zigzag Kid
36283,36287,0.8589586267858095,excel saga vol 15 excel saga 15,"Excel Saga, Vol. 15 (Excel Saga, #15)",excel saga vol 14 excel saga 14,"Excel Saga, Vol. 14 (Excel Saga, #14)"
36283,36288,0.856686721198745,excel saga vol 15 excel saga 15,"Excel Saga, Vol. 15 (Excel Saga, #15)",excel saga vol 16 excel saga 16,"Excel Saga, Vol. 16 (Excel Saga, #16)"
36286,36287,0.8589093881970904,excel saga vol 10 excel saga 10,"Excel Saga, Vol. 10 (Excel Saga, #10)",excel saga vol 14 excel saga 14,"Excel Saga, Vol. 14 (Excel Saga, #14)"
36286,36288,0.856637612843801,excel saga vol 10 excel saga 10,"Excel Saga, Vol. 10 (Excel Saga, #10)",excel saga vol 16 excel saga 16,"Excel Saga, Vol. 16 (Excel Saga, #16)"
36287,36288,0.8783733641881004,excel saga vol 14 excel saga 14,"Excel Saga, Vol. 14 (Excel Saga, #14)",excel saga vol 16 excel saga 16,"Excel Saga, Vol. 16 (Excel Saga, #16)"
36287,36289,0.8639432014267063,excel saga vol 14 excel saga 14,"Excel Saga, Vol. 14 (Excel Saga, #14)",excel saga vol 13 excel saga 13,"Excel Saga, Vol. 13 (Excel Saga, #13)"
36287,36290,0.8618661635482567,excel saga vol 14 excel saga 14,"Excel Saga, Vol. 14 (Excel Saga, #14)",excel saga vol 12 excel saga 12,"Excel Saga, Vol. 12 (Excel Saga, #12)"
36288,36289,0.861658111871727,excel saga vol 16 excel saga 16,"Excel Saga, Vol. 16 (Excel Saga, #16)",excel saga vol 13 excel saga 13,"Excel Saga, Vol. 13 (Excel Saga, #13)"
36288,36290,0.8595865676617892,excel saga vol 16 excel saga 16,"Excel Saga, Vol. 16 (Excel Saga, #16)",excel saga vol 12 excel saga 12,"Excel Saga, Vol. 12 (Excel Saga, #12)"
36287,36291,0.8538570695832873,excel saga vol 14 excel saga 14,"Excel Saga, Vol. 14 (Excel Saga, #14)",excel saga vol 11 excel saga 11,"Excel Saga, Vol. 11 (Excel Saga, #11)"
36288,36291,0.8515986573775685,excel saga vol 16 excel saga 16,"Excel Saga, Vol. 16 (Excel Saga, #16)",excel saga vol 11 excel saga 11,"Excel Saga, Vol. 11 (Excel Saga, #11)"
36404,59977,0.9056042000557623,autobiography,Autobiography,autobiographix,Autobiographix
36412,96109,1.0,vietnam,Vietnam,vietnam,Vietnam
36440,60539,0.8589824107200761,martin luther king jr day,Martin Luther King Jr. Day,martin luther king jr,"Martin Luther King, Jr."
36532,91587,0.9725538869180227,narrative of the life of frederick douglass an american slave,Narrative of the Life of Frederick Douglass: An American Slave,the narrative of the life of frederick douglass an american slave,"The Narrative of the Life of Frederick Douglass, An American Slave"
36532,91583,0.9290368269614648,narrative of the life of frederick douglass an american slave,Narrative of the Life of Frederick Douglass: An American Slave,narrative of the life of frederick douglass an american slave and essays,"Narrative of the Life of Frederick Douglass, An American Slave and Essays"
36636,78847,1.0,midnight is a place,Midnight Is a Place,midnight is a place,Midnight Is a Place
36684,36686,0.9244805605828339,work a celebration of one of the four basic guilt groups,Work: A Celebration of One of the Four Basic Guilt Groups,mom a celebration of one of the four basic guilt groups,Mom: A Celebration of One of the Four Basic Guilt Groups
36705,36707,0.857510440619235,oxford dictionary of phrase and fable,Oxford Dictionary of Phrase and Fable,the concise oxford dictionary of phrase and fable,The Concise Oxford Dictionary of Phrase and Fable
36706,36712,0.8610229448605993,the oxford dictionary of quotations,The Oxford Dictionary of Quotations,the concise oxford dictionary of quotations,The Concise Oxford Dictionary of Quotations
26422,37052,0.8757134717001757,fullmetal alchemist vol 14 fullmetal alchemist 14,"Fullmetal Alchemist, Vol. 14 (Fullmetal Alchemist, #14)",4 fullmetal alchemist 4,"鋼の錬金術師 4 (Fullmetal Alchemist, #4)"
37054,82638,0.871167182455276,3 fullmetal alchemist 3,"鋼の錬金術師 3 (Fullmetal Alchemist, #3)",fullmetal alchemist vol 13 fullmetal alchemist 13,"Fullmetal Alchemist, Vol. 13 (Fullmetal Alchemist, #13)"
37082,37084,0.9999999999999998,thoughts without a thinker psychotherapy from a buddhist perspective,Thoughts Without A Thinker: Psychotherapy From A Buddhist Perspective,thoughts without a thinker psychotherapy from a buddhist perspective,Thoughts Without a Thinker: Psychotherapy from a Buddhist Perspective
37140,96366,1.0,the search,The Search,the search,The Search
37297,85599,0.8751252676866819,eyes of prey lucas davenport 3,"Eyes of Prey (Lucas Davenport, #3)",rules of prey lucas davenport 1,"Rules Of Prey (Lucas Davenport, #1)"
37297,37301,0.8751252676866819,eyes of prey lucas davenport 3,"Eyes of Prey (Lucas Davenport, #3)",rules of prey lucas davenport 1,"Rules of Prey (Lucas Davenport, #1)"
37301,85599,1.0,rules of prey lucas davenport 1,"Rules of Prey (Lucas Davenport, #1)",rules of prey lucas davenport 1,"Rules Of Prey (Lucas Davenport, #1)"
37305,37308,0.9755090375484715,destiny s daughters,Destiny's Daughters,destiny s daughter,Destiny's Daughter
37380,37384,1.0,the heart is a lonely hunter,The Heart Is a Lonely Hunter,the heart is a lonely hunter,The Heart is a Lonely Hunter
37380,77345,1.0,the heart is a lonely hunter,The Heart Is a Lonely Hunter,the heart is a lonely hunter,The Heart Is A Lonely Hunter
37384,77345,1.0,the heart is a lonely hunter,The Heart is a Lonely Hunter,the heart is a lonely hunter,The Heart Is A Lonely Hunter
37394,37396,1.0,the beloved community how faith shapes social justice from the civil rights movement to today,"The Beloved Community: How Faith Shapes Social Justice, From the Civil Rights Movement to Today",the beloved community how faith shapes social justice from the civil rights movement to today,The Beloved Community: How Faith Shapes Social Justice from the Civil Rights Movement to Today
37437,37440,0.9511269502715904,blue highway,Blue Highway,blue highways,Blue Highways
37444,76778,0.9999999999999998,the martian chronicles,The Martian Chronicles,the martian chronicles,The Martian Chronicles
37526,82380,0.8786898497466099,henry v,Henry V,henry vi,Henry VI
37624,77295,1.0,gift from the sea,Gift from the Sea,gift from the sea,Gift from the Sea
37646,37648,1.0,dancing on air,Dancing On Air,dancing on air,Dancing on Air
37668,73296,0.8870013519503956,ernest hemingway s the sun also rises a casebook,Ernest Hemingway's the Sun Also Rises: A Casebook,ernest hemingway s the sun also rises,Ernest Hemingway's the Sun Also Rises
37684,37685,0.9616667043706898,the lion the witch and the wardrobe chronicles of narnia 1,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",the lion the witch and the wardrobe chronicles of narnia 2,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia #2)"
37684,65645,0.9017606413459206,the lion the witch and the wardrobe chronicles of narnia 1,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",the lion the witch and the wardrobe the chronicles of narnia 2,"The Lion, the Witch and the Wardrobe (The Chronicles of Narnia, #2)"
37685,65645,0.939765610265921,the lion the witch and the wardrobe chronicles of narnia 2,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia #2)",the lion the witch and the wardrobe the chronicles of narnia 2,"The Lion, the Witch and the Wardrobe (The Chronicles of Narnia, #2)"
37729,80670,0.875133415160768,otherwise known as sheila the great,Otherwise Known as Sheila the Great,otherwise known as sheila the great fudge 2,"Otherwise Known as Sheila the Great (Fudge, #2)"
37736,37747,1.0,forever,Forever...,forever,Forever
37736,80675,1.0,forever,Forever...,forever,Forever...
37741,80671,1.0,tales of a fourth grade nothing fudge 1,"Tales of a Fourth Grade Nothing (Fudge, #1)",tales of a fourth grade nothing fudge 1,"Tales of a Fourth Grade Nothing (Fudge, #1)"
37741,89574,0.9640393749003285,tales of a fourth grade nothing fudge 1,"Tales of a Fourth Grade Nothing (Fudge, #1)",tales of a fourth grade nothing fudge,Tales of a Fourth Grade Nothing (Fudge)
37743,37747,1.0,forever,Forever . . .,forever,Forever
37736,37743,1.0,forever,Forever...,forever,Forever . . .
37743,80675,1.0,forever,Forever . . .,forever,Forever...
37747,80675,1.0,forever,Forever,forever,Forever...
37758,80676,1.0,judy blume,Judy Blume,judy blume,Judy Blume
37790,37791,1.0,die leiden des jungen werther,Die Leiden des Jungen Werther,die leiden des jungen werther,Die Leiden des jungen Werther
37819,74434,1.0,the god of small things,The God of Small Things,the god of small things,The God Of Small Things
37852,37853,0.850326833665976,marilyn manson,Marilyn Manson,the story of marilyn manson,The Story of Marilyn Manson
37889,72652,0.9362558564508499,spectrum test prep grade 2,"Spectrum Test Prep, Grade 2",spectrum test prep grade 5,"Spectrum Test Prep, Grade 5"
37889,37890,0.9355810801170268,spectrum test prep grade 2,"Spectrum Test Prep, Grade 2",spectrum test prep grade 4,"Spectrum Test Prep, Grade 4"
37890,72652,0.9287726020745334,spectrum test prep grade 4,"Spectrum Test Prep, Grade 4",spectrum test prep grade 5,"Spectrum Test Prep, Grade 5"
38011,38012,0.9780083002651768,the mansion on the hill dylan young geffen springsteen and the head on collision of rock and commerc e,"The Mansion on the Hill: Dylan, Young, Geffen, Springsteen, and the Head-on Collision of Rock and Commerc e",mansion on the hill dylan young geffen springsteen and the head on collision of rock and commerce,"Mansion On The Hill: Dylan,Young,Geffen,Springsteen and the Head-on-Collision of Rock and Commerce"
38082,38084,1.0,camera indica the social life of indian photographs,Camera Indica: The Social Life of Indian Photographs,camera indica the social life of indian photographs,Camera Indica: The Social Life Of Indian Photographs
38197,43545,0.9541061394116751,the once and future king,The Once and Future King,the once and future king the once and future king 1 4,"The Once and Future King (The Once and Future King, #1-4)"
38210,38212,0.8779049132951897,the art of happiness,The Art of Happiness,zen and the art of happiness,Zen and the Art of Happiness
38221,38223,0.8721159262518412,emergency medicine concepts and clinical practice,Emergency Medicine: Concepts and Clinical Practice,pediatric emergency medicine concepts and clinical practice,Pediatric Emergency Medicine: Concepts and Clinical Practice
38332,88369,1.0,skin deep,Skin Deep,skin deep,Skin Deep
38470,38485,0.8566058390509473,james baldwin now,James Baldwin Now,james baldwin,James Baldwin
38503,99468,1.0,tales of ordinary madness,Tales of Ordinary Madness,tales of ordinary madness,Tales of Ordinary Madness
38553,39324,0.8812106443125816,uniform standards of professional appraisal practice,Uniform Standards of Professional Appraisal Practice,uniform standards of professional appraisal practice applying the standards,Uniform Standards of Professional Appraisal Practice: Applying the Standards
38586,38589,0.8650499680508966,bugs bites bowels,"Bugs, Bites & Bowels",bugs bites bowels 4th,"Bugs, Bites & Bowels, 4th"
38665,38669,0.9999999999999994,pedro paramo el llano en llamas,Pedro Páramo / El Llano en llamas,pedro paramo el llano en llamas,Pedro Paramo / El Llano En Llamas
38665,38666,0.8852350262329282,pedro paramo el llano en llamas,Pedro Páramo / El Llano en llamas,pedro paramo y el llano en llamas,Pedro Páramo y El Llano en Llamas
38665,67642,0.8852350262329282,pedro paramo el llano en llamas,Pedro Páramo / El Llano en llamas,pedro paramo y el llano en llamas,Pedro Paramo: Y El Llano En Llamas
38666,38669,0.8852350262329282,pedro paramo y el llano en llamas,Pedro Páramo y El Llano en Llamas,pedro paramo el llano en llamas,Pedro Paramo / El Llano En Llamas
38669,67642,0.8852350262329282,pedro paramo el llano en llamas,Pedro Paramo / El Llano En Llamas,pedro paramo y el llano en llamas,Pedro Paramo: Y El Llano En Llamas
38699,45840,0.8653654520415105,hole s human anatomy physiology,Hole's Human Anatomy & Physiology,human anatomy physiology,Human Anatomy & Physiology
38735,42910,0.9075466759071851,james herriot s treasury for children warm and joyful tales by the author of all creatures great and small,James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small,james herriot s treasury of inspirational stories for children warm and joyful tales by the author of all creatures great and small,James Herriot's Treasury of Inspirational Stories for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small
38907,38909,0.9425552957034786,follow the heart,Follow the Heart,follow the hearts,Follow the Hearts
38946,38947,0.964359533846473,the andy griffith show book,The Andy Griffith Show Book,andy griffith show book,Andy Griffith Show Book
38980,93753,0.8668531713412516,the princess diaries the princess diaries 1,"The Princess Diaries (The Princess Diaries, #1)",princess diaries 2,Princess Diaries 2
39112,39117,0.9693162789204381,el pequeno larousse ilustrado 2007,EL Pequeno Larousse Ilustrado 2007,el pequeno larousse ilustrado 2006,El pequeno Larousse ilustrado 2006
39213,39214,0.9559006633618897,freedom riders john lewis and jim zwerg on the front lines of the civil rights movement,Freedom Riders: John Lewis and Jim Zwerg on the Front Lines of the Civil Rights Movement,freedom riders rlb john lewis and jim zwerg on the front lines of the civil rights movement,Freedom Riders RLB: John Lewis and Jim Zwerg on the Front Lines of the Civil Rights Movement
39280,39286,0.9202772597838397,hide and seek with angels a life of j m barrie,Hide-and-Seek with Angels: A Life of J. M. Barrie,hide and seek with angels the life of j m barrie,Hide-and-Seek with Angels: The Life of J.M. Barrie
39322,39328,0.880459078453004,real estate principles for license preparation for the asi exam,Real Estate Principles for License Preparation: For the Asi Exam,real estate principles for license preparation for the ets exam,Real Estate Principles for License Preparation for the Ets Exam
39322,39326,0.8767413877375477,real estate principles for license preparation for the asi exam,Real Estate Principles for License Preparation: For the Asi Exam,real estate principles for license preparation for the act exam,Real Estate Principles for License Preparation for the ACT Exam
39326,39328,0.8800340664231443,real estate principles for license preparation for the act exam,Real Estate Principles for License Preparation for the ACT Exam,real estate principles for license preparation for the ets exam,Real Estate Principles for License Preparation for the Ets Exam
39400,65928,0.9068917004297636,the perfect wife,The Perfect Wife,perfect wife,Perfect Wife
39482,39484,0.8963401277908016,del rick steves best of eastern europe 2005,DEL-Rick Steves' Best of Eastern Europe 2005,rick steves best of eastern europe 2006,Rick Steves' Best of Eastern Europe 2006
39482,39486,0.8956082366644228,del rick steves best of eastern europe 2005,DEL-Rick Steves' Best of Eastern Europe 2005,rick steves best of eastern europe 2004,Rick Steves' Best of Eastern Europe 2004
39483,39484,0.9012413279843645,rick steves best of eastern europe,Rick Steves' Best of Eastern Europe,rick steves best of eastern europe 2006,Rick Steves' Best of Eastern Europe 2006
39483,39486,0.9005054348672026,rick steves best of eastern europe,Rick Steves' Best of Eastern Europe,rick steves best of eastern europe 2004,Rick Steves' Best of Eastern Europe 2004
39484,39486,0.9589635009787685,rick steves best of eastern europe 2006,Rick Steves' Best of Eastern Europe 2006,rick steves best of eastern europe 2004,Rick Steves' Best of Eastern Europe 2004
39508,76763,1.0,out on the cutting edge matthew scudder 7,"Out on the Cutting Edge (Matthew Scudder, #7)",out on the cutting edge matthew scudder 7,Out on the Cutting Edge (Matthew Scudder #7)
39508,76763,1.0,out on the cutting edge matthew scudder 7,"Out on the Cutting Edge (Matthew Scudder, #7)",out on the cutting edge matthew scudder 7,Out on the Cutting Edge (Matthew Scudder #7)
39608,83498,1.0,crossing over a mexican family on the migrant trail,Crossing Over: A Mexican Family on the Migrant Trail,crossing over a mexican family on the migrant trail,Crossing Over: A Mexican Family on the Migrant Trail
39648,39649,0.8855762617648136,workbook for anderson sweeney williams essentials of statistics for business and economics 4th,"Workbook for Anderson/Sweeney/Williams Essentials of Statistics for Business and Economics, 4th",solutions manual for anderson sweeney williams essentials of statistics for business and economics 4th,"Solutions Manual for Anderson/Sweeney/Williams Essentials of Statistics for Business and Economics, 4th"
39654,93008,0.9999999999999998,the adventures of robin hood,The Adventures of Robin Hood,the adventures of robin hood,The Adventures of Robin Hood
39904,39909,0.9014658691634576,chocolate and the art of low fat desserts,Chocolate and the Art of Low-Fat Desserts,chocolate and the art of low fat deserts,Chocolate: And the Art of Low-Fat Deserts
39937,76514,0.8506267757937053,blue angel,Blue Angel,the blue angel,The Blue Angel
40090,40094,0.9472378649889739,sacred games sacred games,Sacred Games (Sacred Games),sacred games,Sacred Games
40090,40096,0.9003849362692014,sacred games sacred games,Sacred Games (Sacred Games),sacred game,Sacred Game
40094,40096,0.9505373143837342,sacred games,Sacred Games,sacred game,Sacred Game
40147,40148,1.0,beyond innocence an autobiography in letters the later years,Beyond Innocence: An Autobiography in Letters: The Later Years,beyond innocence an autobiography in letters the later years,Beyond Innocence: An Autobiography in Letters The Later Years
40152,90800,1.0,only revolutions,Only Revolutions,only revolutions,Only Revolutions
40283,88867,1.0,empire,Empire,empire,Empire
40297,40299,0.9764063961674734,the well at the world s end volume i,The Well At The World's End: Volume I,the well at the world s end volume ii,The Well at the World's End: Volume II
40312,40339,1.0,the rocky road to romance elsie hawkins 4,The Rocky Road to Romance (Elsie Hawkins #4),the rocky road to romance elsie hawkins 4,"The Rocky Road to Romance (Elsie Hawkins, #4)"
40331,86662,1.0,to the nines stephanie plum 9,"To the Nines (Stephanie Plum, #9)",to the nines stephanie plum 9,"To the Nines (Stephanie Plum, #9)"
40378,40390,1.0,the chessmen of mars barsoom 5,The Chessmen of Mars (Barsoom #5),the chessmen of mars barsoom 5,"The Chessmen of Mars (Barsoom, #5)"
40424,40425,0.9001586548608662,tarzan of the apes tarzan of the apes the son of tarzan tarzan at the earth s core tarzan triumphant,Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,tarzan of the apes tarzan 1,"Tarzan of the Apes (Tarzan, #1)"
40461,84331,1.0,the jazz book from ragtime to fusion and beyond,The Jazz Book: From Ragtime to Fusion and Beyond,the jazz book from ragtime to fusion and beyond,The Jazz Book: From Ragtime to Fusion and Beyond
40485,92401,0.946606156132771,the o henry prize stories 2003,The O. Henry Prize Stories 2003,the o henry prize stories 2007,The O. Henry Prize Stories 2007
40485,40488,0.9454962151791282,the o henry prize stories 2003,The O. Henry Prize Stories 2003,the o henry prize stories 2002,The O. Henry Prize Stories 2002
40488,92401,0.9459516301991095,the o henry prize stories 2002,The O. Henry Prize Stories 2002,the o henry prize stories 2007,The O. Henry Prize Stories 2007
40527,72694,0.8970108350757117,from time to time,From Time to Time,from time to time time 2,"From Time to Time (Time, #2)"
40604,76531,0.9378814192010416,the life and opinions of tristram shandy gentleman,"The Life and Opinions of Tristram Shandy, Gentleman",the life and opinions of tristram shandy gentleman the notes,"The Life and Opinions of Tristram Shandy, Gentleman: The Notes"
40690,84492,0.9375711801388078,open city 13,Open City #13,open city 1,Open City #1
40694,60716,0.8656892272620663,ray bradbury s fahrenheit 451,Ray Bradbury's Fahrenheit 451,ray bradbury s fahrenheit 451 bloom s guides,Ray Bradbury's Fahrenheit 451 (Bloom's Guides)
40768,40772,0.928544850125697,pro tools 7 for macintosh and windows visual quickstart guide,Pro Tools 7 for Macintosh and Windows: Visual QuickStart Guide,pro tools 6 for macintosh and windows visual quickstart guide,Pro Tools 6 for Macintosh and Windows: Visual QuickStart Guide
40877,68586,1.0,lyonesse suldrun s garden lyonesse 1,"Lyonesse: Suldrun's Garden (Lyonesse, #1)",lyonesse suldrun s garden lyonesse 1,"Lyonesse: Suldrun's garden (Lyonesse, #1)"
40888,85555,0.9446096857976183,the sfwa grand masters 3,The SFWA Grand Masters 3,the sfwa grand masters 2,The SFWA Grand Masters 2
40912,68582,1.0,the green pearl lyonesse 2,"The Green Pearl (Lyonesse, #2)",the green pearl lyonesse 2,The Green Pearl (Lyonesse #2)
40912,77708,1.0,the green pearl lyonesse 2,"The Green Pearl (Lyonesse, #2)",the green pearl lyonesse 2,"The Green Pearl (Lyonesse, #2)"
41065,41068,0.8606203835359401,brunner and suddarth s textbook of medical surgical nursing,Brunner and Suddarth's Textbook of Medical-Surgical Nursing,handbook to accompany brunner and suddarth s textbook of medical surgical nursing,Handbook to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing
41065,41071,0.8558346130111958,brunner and suddarth s textbook of medical surgical nursing,Brunner and Suddarth's Textbook of Medical-Surgical Nursing,study guide to accompany brunner and suddarth s textbook of medical surgical nursing,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing
41067,41071,0.8782267724129056,study guide to accompany smeltzer and bare brunner and suddarth s textbook of medical surgical nursing,"Study Guide to Accompany Smeltzer and Bare, Brunner and Suddarth's Textbook of Medical Surgical Nursing",study guide to accompany brunner and suddarth s textbook of medical surgical nursing,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing
41068,41071,0.9176454426655822,handbook to accompany brunner and suddarth s textbook of medical surgical nursing,Handbook to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,study guide to accompany brunner and suddarth s textbook of medical surgical nursing,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing
41101,41102,0.952820958641111,seven wonders of the ancient world,Seven Wonders of the Ancient World,the seven wonders of the ancient world,The Seven Wonders of the Ancient World
41127,77506,1.0,icehenge,Icehenge,icehenge,Icehenge
41226,84688,0.9602258474247222,the best american nonrequired reading 2004,The Best American Nonrequired Reading 2004,the best american nonrequired reading 2003,The Best American Nonrequired Reading 2003
41226,43422,0.9602258474247222,the best american nonrequired reading 2004,The Best American Nonrequired Reading 2004,the best american nonrequired reading 2003,The Best American Nonrequired Reading 2003
22428,41227,0.9604925895674019,the best american nonrequired reading 2006,The Best American Nonrequired Reading 2006,the best american nonrequired reading 2002,The Best American Nonrequired Reading 2002
41227,43422,0.9601056239134046,the best american nonrequired reading 2002,The Best American Nonrequired Reading 2002,the best american nonrequired reading 2003,The Best American Nonrequired Reading 2003
41227,84688,0.9601056239134046,the best american nonrequired reading 2002,The Best American Nonrequired Reading 2002,the best american nonrequired reading 2003,The Best American Nonrequired Reading 2003
22430,41227,0.9598279402802024,the best american nonrequired reading 2005,The Best American Nonrequired Reading 2005,the best american nonrequired reading 2002,The Best American Nonrequired Reading 2002
41289,41292,0.8949021620609229,over 1 000 quick and easy pain remedies form little ouches to big aches,"Over 1,000 Quick and Easy Pain Remedies Form Little Ouches to Big Aches",pain remedies over 1 000 quick and easy pain remedies from little ouches to big aches,"Pain Remedies: Over 1,000 Quick and Easy Pain Remedies from Little Ouches to Big Aches"
41319,41320,0.8725780305049948,the maple syrup book,The Maple Syrup Book,maple syrup book the,"Maple Syrup Book, The"
23702,41340,0.905501363720234,maison ikkoku volume 1 maison ikkoku 1,"Maison Ikkoku, Volume 1 (Maison Ikkoku, #1)",maison ikkoku volume 7 maison ikkoku 7,"Maison Ikkoku, Volume 7 (Maison Ikkoku, #7)"
23711,41344,0.9058974134468251,maison ikkoku volume 2 maison ikkoku 2,"Maison Ikkoku, Volume 2 (Maison Ikkoku, #2)",maison ikkoku volume 8 maison ikkoku 8,"Maison Ikkoku, Volume 8 (Maison Ikkoku, #8)"
23710,41344,0.9047858628928254,maison ikkoku volume 9 maison ikkoku 9,"Maison Ikkoku, Volume 9 (Maison Ikkoku, #9)",maison ikkoku volume 8 maison ikkoku 8,"Maison Ikkoku, Volume 8 (Maison Ikkoku, #8)"
41340,41344,0.9037638679687807,maison ikkoku volume 7 maison ikkoku 7,"Maison Ikkoku, Volume 7 (Maison Ikkoku, #7)",maison ikkoku volume 8 maison ikkoku 8,"Maison Ikkoku, Volume 8 (Maison Ikkoku, #8)"
23708,41344,0.9037361057153177,maison ikkoku volume 6 maison ikkoku 6,"Maison Ikkoku, Volume 6 (Maison Ikkoku, #6)",maison ikkoku volume 8 maison ikkoku 8,"Maison Ikkoku, Volume 8 (Maison Ikkoku, #8)"
41345,58061,0.934139340628979,four tragedies hamlet othello king lear macbeth,"Four Tragedies: Hamlet, Othello, King Lear, Macbeth",four tragedies hamlet othello king lear and macbeth,"Four Tragedies: Hamlet, Othello, King Lear and Macbeth"
41345,58033,0.9064853377221321,four tragedies hamlet othello king lear macbeth,"Four Tragedies: Hamlet, Othello, King Lear, Macbeth",four great tragedies hamlet othello king lear macbeth,Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth
