id,name,ratingdist1,pagesnumber,ratingdist4,ratingdisttotal,publishmonth,publishday,publisher,countsofreview,publishyear,language,authors,rating,ratingdist2,ratingdist5,isbn,ratingdist3,__title_norm__,removal_reason
77125,Wait Till Next Year,1:76,272,4:2748,total:6759,2,6,Simon  Schuster,796,1998,en-US,Doris Kearns Goodwin,4.05,2:256,5:2367,0684847957,3:1312,wait till next year,duplicate_title
77128,Affluenza: The All-Consuming Epidemic,1:55,288,4:927,total:2524,12,8,Berrett-Koehler Publishers,28,2002,,John De Graaf,3.76,2:210,5:656,1576751996,3:676,affluenza the all consuming epidemic,duplicate_title
77129,The Wind in the Willows,1:3454,244,4:57403,total:169941,15,7,Yearling,6,1969,,Kenneth Grahame,3.99,2:8810,5:63165,0440495555,3:37109,the wind in the willows,duplicate_title
77142,Snow Falling on Cedars,1:2841,460,4:64440,total:161523,26,9,Vintage,4219,1995,eng,David Guterson,3.84,2:10112,5:43221,067976402X,3:40909,snow falling on cedars,duplicate_title
77151,Tess of the D'Urbervilles,1:9530,467,4:78052,total:230102,1,1,W. W. Norton & Company,2,1979,,Thomas Hardy,3.8,2:18646,5:71488,0393090442,3:52386,tess of the d urbervilles,duplicate_title
77153,"The Adventures of the Stainless Steel Rat (Stainless Steel Rat, #4-6)",1:58,402,4:3324,total:9071,15,12,Berkley,0,1984,eng,Harry Harrison,4.11,2:280,5:3579,0425081117,3:1830,the adventures of the stainless steel rat stainless steel rat 4 6,duplicate_title
77158,The Scarlet Letter,1:41318,439,4:202032,total:679902,1,1,W. W. Norton & Company,3,1978,,Nathaniel Hawthorne,3.4,2:94018,5:124308,0393090736,3:218226,the scarlet letter,duplicate_title
77201,The Odyssey,1:33187,541,4:264282,total:831670,1,11,Viking,59,1996,,Homer,3.76,2:72500,5:254401,0670821624,3:207300,the odyssey,duplicate_title
77211,Across Five Aprils,1:780,190,4:3631,total:11237,15,11,Berkley Books,65,1986,eng,Irene Hunt,3.48,2:1215,5:2266,0425102416,3:3345,across five aprils,duplicate_title
77222,Living the Simple Life: A Guide to Scaling Down and Enjoying More,1:22,368,4:218,total:742,30,5,Hyperion,10,1996,,Elaine St. James,3.56,2:82,5:160,078686219X,3:260,living the simple life a guide to scaling down and enjoying more,duplicate_title
77223,The Children of Men,1:900,241,4:14653,total:37863,16,2,Knopf Publishing Group,189,1993,eng,P.D. James,3.68,2:3291,5:8020,0679418733,3:10999,the children of men,duplicate_title
77232,Legends,1:64,720,4:2996,total:7341,15,8,Tor Books,174,1998,eng,Robert Silverberg,3.92,2:302,5:2096,0312867875,3:1883,legends,duplicate_title
77233,Dubliners,1:2876,152,4:43068,total:118260,1,5,Dover Publications,125,1991,eng,James Joyce,3.85,2:8230,5:35617,0486268705,3:28469,dubliners,duplicate_title
77247,Schindler's List,1:1703,400,4:43502,total:137585,1,12,Atria Books,139,1993,eng,Thomas Keneally,4.35,2:2889,5:74270,0671880314,3:15221,schindler s list,duplicate_title
77264,Homeland and Other Stories,1:39,245,4:2889,total:6570,25,11,HarperPerennial,330,2003,eng,Barbara Kingsolver,3.82,2:304,5:1438,0060917016,3:1900,homeland and other stories,duplicate_title
77266,The Poisonwood Bible,1:22703,546,4:199668,total:642239,24,9,HarperFlamingo,327,1998,en-US,Barbara Kingsolver,4.06,2:36315,5:281391,0060175400,3:102162,the poisonwood bible,duplicate_title
77267,Prodigal Summer,1:1296,444,4:35503,total:92893,17,10,Harper,103,2000,eng,Barbara Kingsolver,4.0,2:4464,5:32386,0060199652,3:19244,prodigal summer,duplicate_title
77270,The Jungle Book,1:1468,277,4:34273,total:100040,15,2,Tor Classics,1969,1992,eng,Rudyard Kipling,3.93,2:5497,5:33661,0812504690,3:25141,the jungle book,duplicate_title
77273,The Historian,1:9543,642,4:77690,total:235302,14,6,"Little, Brown and Company",933,2005,en-US,Elizabeth Kostova,3.78,2:20845,5:73260,0316011770,3:53964,the historian,duplicate_title
77274,The History of Love,1:2507,252,4:41186,total:118848,1,4,W. W. Norton & Company,190,2005,eng,Nicole Krauss,3.92,2:8319,5:40866,0393060349,3:25970,the history of love,duplicate_title
77287,Independent People,1:158,482,4:2868,total:8699,14,1,Vintage,1039,1997,eng,Halldór Laxness,4.17,2:378,5:4002,0679767924,3:1293,independent people,duplicate_title
77291,"Uniform Justice (Commissario Brunetti, #12)",1:51,326,4:2524,total:5747,4,3,Arrow,10,2004,en-GB,Donna Leon,3.88,2:225,5:1419,0099415178,3:1528,uniform justice commissario brunetti 12,duplicate_title
77293,"The Lion, the Witch and the Wardrobe",1:26050,174,4:644732,total:2034613,1,9,HarperCollins Narnia,13,1997,eng,C.S. Lewis,4.22,2:68484,5:974580,0060277246,3:320767,the lion the witch and the wardrobe,duplicate_title
77295,Gift from the Sea,1:533,130,4:12970,total:41011,30,1,Vintage,3268,1991,,Anne Morrow Lindbergh,4.17,2:1773,5:18854,0394724550,3:6881,gift from the sea,duplicate_title
77306,The Giver,1:32793,208,4:560705,total:1687463,11,5,Yearling Books,15,1999,,Lois Lowry,4.13,2:73322,5:742208,0440228921,3:278435,the giver,duplicate_title
77345,The Heart Is A Lonely Hunter,1:1892,307,4:32358,total:89725,1,5,Bantam Books,12,1982,eng,Carson McCullers,3.98,2:5335,5:32285,0553239112,3:17855,the heart is a lonely hunter,duplicate_title
77347,1776,1:4611,386,4:65984,total:177288,24,5,Simon & Schuster,303,2005,eng,David McCullough,4.07,2:7231,5:70351,0743226712,3:29111,1776,duplicate_title
77354,The Changeling Sea,1:79,153,4:1625,total:4840,13,11,Del Rey,25,1989,,Patricia A. McKillip,4.07,2:195,5:1943,0345360400,3:998,the changeling sea,duplicate_title
77358,"Moon-Flash (Kyreol, #1)",1:3,150,4:99,total:264,1,10,Berkley,29,1984,eng,Patricia A. McKillip,3.7,2:16,5:54,0425084574,3:92,moon flash kyreol 1,duplicate_title
77366,"The Hero and the Crown (Damar, #2)",1:694,240,4:15756,total:49263,15,4,Ace,1815,1987,eng,Robin McKinley,4.21,2:1657,5:23451,0441328091,3:7705,the hero and the crown damar 2,duplicate_title
77367,The Outlaws of Sherwood,1:157,288,4:4048,total:10756,1,8,Ace,63,1989,,Robin McKinley,3.77,2:721,5:2652,0441644511,3:3178,the outlaws of sherwood,duplicate_title
77368,Spindle's End,1:371,354,4:8001,total:21607,5,6,Ace Books,1174,2001,eng,Robin McKinley,3.81,2:1436,5:5831,0441008658,3:5968,spindle s end,duplicate_title
77390,"Anne of Avonlea (Anne of Green Gables, #2)",1:843,304,4:48371,total:131604,6,10,Random House Children's Books,3512,1997,eng,L.M. Montgomery,4.23,2:2943,5:58836,0553213148,3:20611,anne of avonlea anne of green gables 2,duplicate_title
77392,"Anne of the Island (Anne of Green Gables, #3)",1:1375,272,4:42173,total:125538,1,11,Bantam Books,2752,1983,eng,L.M. Montgomery,4.24,2:3047,5:59394,0553213172,3:19549,anne of the island anne of green gables 3,duplicate_title
77393,"Anne of Windy Poplars (Anne of Green Gables, #4)",1:728,258,4:23627,total:69128,1,9,Bantam Books,139,1992,eng,L.M. Montgomery,4.07,2:2747,5:27141,0553213164,3:14885,anne of windy poplars anne of green gables 4,duplicate_title
77395,"Rainbow Valley (Anne of Green Gables, #7)",1:319,256,4:12619,total:36289,1,7,Starfire,902,1985,eng,L.M. Montgomery,4.02,2:1702,5:13361,0553269216,3:8288,rainbow valley anne of green gables 7,duplicate_title
77400,Summer's Lease,1:22,288,4:240,total:664,1,5,Penguin Books,47,1991,eng,John Mortimer,3.52,2:59,5:105,0140158278,3:238,summer s lease,duplicate_title
77412,"Ahab's Wife: Or, The Star-Gazer",1:1198,688,4:14018,total:42321,22,9,William Morrow,67,1999,,Sena Jeter Naslund,4.03,2:2347,5:17157,0688171877,3:7601,ahab s wife or the star gazer,duplicate_title
77413,Social Work Macro Practice,1:4,414,4:40,total:141,16,7,Allyn & Bacon,0,2003,,F. Ellen Netting,3.43,2:21,5:25,0205380697,3:51,social work macro practice,duplicate_title
77417,Ringworld,1:1492,342,4:36588,total:99944,12,9,Del Rey,40,1985,eng,Larry Niven,3.96,2:5729,5:34018,0345293010,3:22117,ringworld,duplicate_title
77418,Ringworld Engineers (Ringworld #2),1:230,355,4:11016,total:27632,12,11,Del Rey,19,1985,eng,Larry Niven,3.87,2:1468,5:7459,0345260090,3:7459,ringworld engineers ringworld 2,duplicate_title
77428,"The Hundred Days (Aubrey/Maturin, #19)",1:12,288,4:2358,total:6426,17,10,W. W. Norton  Company,10,1998,,Patrick O'Brian,4.35,2:83,5:3220,0393046745,3:753,the hundred days aubrey maturin 19,duplicate_title
77429,The Ionian Mission (Aubrey & Maturin #8),1:22,400,4:3444,total:8702,17,1,W. W. Norton  Company,138,1992,eng,Patrick O'Brian,4.32,2:102,5:4090,0393308219,3:1044,the ionian mission aubrey maturin 8,duplicate_title
77430,"Master and Commander (Aubrey & Maturin, #1)",1:694,464,4:14866,total:43341,17,8,W. W. Norton  Company,2452,1990,eng,Patrick O'Brian,4.1,2:2067,5:18180,0393307050,3:7534,master and commander aubrey maturin 1,duplicate_title
77432,Post Captain (Aubrey & Maturin #2),1:51,527,4:6569,total:16954,17,8,W. W. Norton  Company,370,1990,eng,Patrick O'Brian,4.29,2:285,5:7850,0393307069,3:2199,post captain aubrey maturin 2,duplicate_title
77442,The Scarlet Pimpernel,1:1793,360,4:42020,total:118492,1,12,1st World Library,1,2004,,Emmuska Orczy,4.07,2:5072,5:46629,1595406115,3:22978,the scarlet pimpernel,duplicate_title
77450,Love in the Ruins,1:75,379,4:1256,total:3245,1,11,Avon Books,5,1978,,Walker Percy,3.86,2:212,5:956,0380389843,3:746,love in the ruins,duplicate_title
77456,The Fencing Master,1:87,245,4:3111,total:7440,7,9,Mariner Books,10,2000,,Arturo Pérez-Reverte,3.77,2:421,5:1601,0156006847,3:2220,the fencing master,duplicate_title
77472,"The Golden Compass (His Dark Materials, #1)",1:43486,351,4:389852,total:1232739,30,3,Del Rey Books,116,1997,eng,Philip Pullman,3.98,2:73801,5:490203,0345413350,3:235397,the golden compass his dark materials 1,duplicate_title
77473,"The Subtle Knife (His Dark Materials, #2)",1:4540,288,4:125667,total:346942,28,3,Del Rey Books,68,1998,en-US,Philip Pullman,4.13,2:13310,5:145073,0345413369,3:58352,the subtle knife his dark materials 2,duplicate_title
77477,Blessings,1:249,304,4:6174,total:15987,30,3,Fawcett Books,1341,2004,,Anna Quindlen,3.59,2:1237,5:2516,0345468694,3:5811,blessings,duplicate_title
77506,Icehenge,1:34,272,4:566,total:1680,15,9,Tor Books,3,1990,,Kim Stanley Robinson,3.51,2:178,5:266,0812502671,3:636,icehenge,duplicate_title
77508,The Years of Rice and Salt,1:449,672,4:3544,total:10814,26,2,Bantam Books,32,2002,en-US,Kim Stanley Robinson,3.74,2:1099,5:3203,0553109200,3:2519,the years of rice and salt,duplicate_title
77510,Housekeeping,1:1193,224,4:12595,total:38799,1,3,Bantam Books,26,1984,eng,Marilynne Robinson,3.82,2:3551,5:12521,055327872X,3:8939,housekeeping,duplicate_title
77522,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",1:12524,870,4:606076,total:2367353,21,6,Arthur A. Levine Books / Scholastic Inc.,1246,2003,eng,J.K. Rowling,4.5,2:37081,5:1499330,043935806X,3:212342,harry potter and the order of the phoenix harry potter 5,duplicate_title
77523,Harry Potter and the Sorcerer's Stone,1:108772,309,4:1520706,total:6622480,1,9,Arthur A. Levine Books / Scholastic Inc.,2069,1998,eng,J.K. Rowling,4.47,2:130886,5:4292138,0590353403,3:569978,harry potter and the sorcerer s stone,duplicate_title
77530,"Raise High the Roof Beam, Carpenters and Seymour: An Introduction",1:416,213,4:16362,total:45336,1,5,"Little, Brown and Company",84,1991,en-US,J.D. Salinger,4.12,2:1658,5:18346,0316769517,3:8554,raise high the roof beam carpenters and seymour an introduction,duplicate_title
77531,Franny and Zooey,1:3156,202,4:63002,total:181088,1,5,"Little, Brown and Company",305,1991,eng,J.D. Salinger,3.98,2:10565,5:65470,,3:38895,franny and zooey,duplicate_title
77532,Nine Stories,1:1527,198,4:45644,total:128894,1,5,"Little, Brown and Company",287,1991,eng,J.D. Salinger,4.19,2:3967,5:57353,0316769509,3:20403,nine stories,duplicate_title
77533,Statistics for People Who (Think They) Hate Statistics,1:33,408,4:174,total:557,11,4,"Sage Publications, Inc",15,2000,,Neil J. Salkind,3.65,2:64,5:159,0761916229,3:127,statistics for people who think they hate statistics,duplicate_title
77539,Fast Food Nation: The Dark Side of the All-American Meal,1:8140,368,4:73790,total:195364,17,1,Houghton Mifflin Company,43,2001,eng,Eric Schlosser,3.74,2:12812,5:50237,0395977894,3:50385,fast food nation the dark side of the all american meal,duplicate_title
77544,The Lovely Bones,1:69484,328,4:684065,total:1946770,3,7,"Little, Brown and Company",1064,2002,eng,Alice Sebold,3.81,2:145803,5:587742,0316666343,3:459676,the lovely bones,duplicate_title
77554,The Stone Diaries,1:661,361,4:13739,total:35595,1,4,Penguin Books,1455,1995,eng,Carol Shields,3.87,2:2234,5:10368,014023313X,3:8593,the stone diaries,duplicate_title
77562,Far Horizons:: All New Tales From The Greatest Worlds Of Science Fiction,1:14,496,4:222,total:593,1,5,Harper Voyager,7,1999,eng,Robert Silverberg,3.77,2:26,5:143,0380976307,3:188,far horizons all new tales from the greatest worlds of science fiction,duplicate_title
77564,"Endymion (Hyperion, #3)",1:324,468,4:16980,total:44254,1,12,Spectra Books,15,1995,eng,Dan Simmons,4.17,2:1438,5:18523,0553100203,3:6989,endymion hyperion 3,duplicate_title
77570,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",1:223,227,4:22164,total:47976,3,9,Random House Anchor,320,2002,eng,Alexander McCall Smith,3.96,2:1251,5:12902,,3:11436,tears of the giraffe no 1 ladies detective agency 2,duplicate_title
77579,National Audubon Society Field Guide to North American Wildflowers: Western Region,1:3,872,4:53,total:141,12,6,Alfred A. Knopf,3,1979,eng,National Audubon Society,4.18,2:6,5:63,0394504313,3:16,national audubon society field guide to north american wildflowers western region,duplicate_title
77586,"Quicksilver (The Baroque Cycle, #1)",1:1097,927,4:12103,total:34965,23,9,William Morrow,95,2003,eng,Neal Stephenson,3.93,2:2555,5:12604,,3:6606,quicksilver the baroque cycle 1,duplicate_title
77587,"The Confusion (The Baroque Cycle, #2)",1:158,815,4:7832,total:21791,13,4,William Morrow,36,2004,en-US,Neal Stephenson,4.26,2:637,5:10274,0060523867,3:2890,the confusion the baroque cycle 2,duplicate_title
77649,The Bonesetter's Daughter,1:826,353,4:50766,total:115793,19,2,G.P. Putnam's,147,2001,eng,Amy Tan,3.99,2:3796,5:34635,0399146431,3:25770,the bonesetter s daughter,duplicate_title
77650,The Kitchen God's Wife,1:425,532,4:31221,total:71662,22,4,Ivy Books,162,1992,eng,Amy Tan,4.01,2:2097,5:22091,080410753X,3:15828,the kitchen god s wife,duplicate_title
77655,A Summons to Memphis,1:216,209,4:1832,total:5692,12,8,Knopf,22,1986,,Peter Taylor,3.67,2:576,5:1484,0394410629,3:1584,a summons to memphis,duplicate_title
77665,Civil Disobedience and Other Essays,1:153,96,4:5602,total:15256,20,5,Dover Publications,45,1993,en-GB,Henry David Thoreau,4.06,2:669,5:5802,0486275639,3:3030,civil disobedience and other essays,duplicate_title
77673,The Silmarillion,1:5888,365,4:60951,total:205376,6,7,Houghton Mifflin,138,1977,eng,J.R.R. Tolkien,3.93,2:15984,5:78433,0395257301,3:44120,the silmarillion,duplicate_title
77674,Unfinished Tales of Númenor and Middle-earth,1:377,472,4:10900,total:28938,18,11,Houghton Mifflin,18,1980,eng,J.R.R. Tolkien,3.95,2:1485,5:9353,0395299179,3:6823,unfinished tales of numenor and middle earth,duplicate_title
77675,Smith of Wootton Major,1:30,62,4:1244,total:3499,1,10,Houghton Mifflin Company,3,1978,,J.R.R. Tolkien,3.9,2:181,5:1080,0395082595,3:964,smith of wootton major,duplicate_title
77676,"The Book of Lost Tales, Part One (The History of Middle-Earth, #1)",1:166,297,4:4395,total:12588,22,2,Houghton Mifflin Harcourt,30,1984,eng,J.R.R. Tolkien,3.84,2:790,5:3621,0395354390,3:3616,the book of lost tales part one the history of middle earth 1,duplicate_title
77677,"The Book of Lost Tales, Part Two (The History of Middle-Earth, #2)",1:63,400,4:2622,total:7284,10,11,Houghton Mifflin,5,1986,,J.R.R. Tolkien,3.86,2:418,5:2095,0395426405,3:2086,the book of lost tales part two the history of middle earth 2,duplicate_title
77680,"The Lost Road and Other Writings (The History of Middle-Earth, #5)",1:23,455,4:755,total:2253,30,11,Houghton Mifflin,5,1987,eng,J.R.R. Tolkien,3.97,2:107,5:790,0395455197,3:578,the lost road and other writings the history of middle earth 5,duplicate_title
77681,"The Return of the Shadow: The History of The Lord of the Rings, Part One (The History of Middle-Earth, #6)",1:25,497,4:917,total:2639,5,1,Houghton Mifflin Harcourt,4,1989,eng,J.R.R. Tolkien,4.04,2:106,5:986,0395498635,3:605,the return of the shadow the history of the lord of the rings part one the history of middle earth 6,duplicate_title
77682,"The Treason of Isengard: The History of The Lord of the Rings, Part Two (The History of Middle-Earth, #7)",1:30,512,4:954,total:3055,30,11,Houghton Mifflin Harcourt,41,1989,eng,J.R.R. Tolkien,4.17,2:105,5:1387,0395515629,3:579,the treason of isengard the history of the lord of the rings part two the history of middle earth 7,duplicate_title
77684,"The Two Towers (The Lord of the Rings, #2)",1:4021,352,4:192567,total:677984,3,3,Houghton Mifflin Company,121,1988,eng,J.R.R. Tolkien,4.44,2:12256,5:403216,,3:65924,the two towers the lord of the rings 2,duplicate_title
77686,The Tolkien Reader,1:44,279,4:1631,total:4602,12,11,Ballantine Books,8,1986,eng,J.R.R. Tolkien,4.0,2:194,5:1618,0345255852,3:1115,the tolkien reader,duplicate_title
77695,The Accidental Tourist,1:1263,355,4:36763,total:93312,12,8,Knopf,44,1985,,Anne Tyler,3.91,2:4909,5:27765,039454689X,3:22612,the accidental tourist,duplicate_title
77696,Back When We Were Grownups,1:366,288,4:6270,total:17033,1,5,Alfred A. Knopf,37,2001,en-US,Anne Tyler,3.52,2:1628,5:2473,0375412530,3:6296,back when we were grownups,duplicate_title
77697,Breathing Lessons,1:538,327,4:9200,total:23169,12,8,Knopf Publishing Group,73,1988,,Anne Tyler,3.66,2:1743,5:4491,0394572343,3:7197,breathing lessons,duplicate_title
77699,Dinner at the Homesick Restaurant,1:398,303,4:9785,total:24083,27,8,Ballantine Books,1607,1996,eng,Anne Tyler,3.81,2:1461,5:6002,0449911594,3:6437,dinner at the homesick restaurant,duplicate_title
77705,Personal Finance for Dummies,1:32,432,4:505,total:1453,24,10,For Dummies,1,1996,,Eric Tyson,3.77,2:111,5:396,0764550136,3:409,personal finance for dummies,duplicate_title
77708,"The Green Pearl (Lyonesse, #2)",1:18,407,4:920,total:2388,1,3,Berkley,4,1987,eng,Jack Vance,4.16,2:68,5:978,042509636X,3:404,the green pearl lyonesse 2,duplicate_title
77714,Candide,1:5990,235,4:73813,total:211233,1,5,Bantam Books,0,1982,,Voltaire,3.77,2:17191,5:58693,0553211250,3:55546,candide,duplicate_title
77715,Candide and Other Stories (World's Classics),1:59,384,4:1524,total:4166,16,7,"Oxford University Press, USA",5,1998,en-US,Voltaire,3.94,2:243,5:1375,0192834266,3:965,candide and other stories world s classics,duplicate_title
77717,God's Politics: Why the Right Gets It Wrong and the Left Doesn't Get It,1:104,384,4:1279,total:3416,11,1,HarperOne,25,2005,,Jim Wallis,3.66,2:299,5:734,0060558288,3:1000,god s politics why the right gets it wrong and the left doesn t get it,duplicate_title
77734,"On Basilisk Station (Honor Harrington, #1)",1:642,352,4:14438,total:39893,5,10,Baen Books,7,1998,,David Weber,4.13,2:1519,5:16691,0671577727,3:6603,on basilisk station honor harrington 1,duplicate_title
77738,"Flag in Exile (Honor Harrington, #5)",1:49,443,4:6273,total:15608,27,9,Baen,218,1995,eng,David Weber,4.23,2:263,5:6645,0671876813,3:2378,flag in exile honor harrington 5,duplicate_title
77753,Little Altars Everywhere,1:558,224,4:9343,total:28288,22,5,Harper Perennial,76,1996,en-US,Rebecca Wells,3.5700000000000003,2:2850,5:5338,0060976845,3:10199,little altars everywhere,duplicate_title
77754,A Curtain of Green and Other Stories,1:15,324,4:381,total:973,4,10,Mariner Books,81,1979,,Eudora Welty,4.08,2:36,5:369,0156234920,3:172,a curtain of green and other stories,duplicate_title
77756,A Guide to the Wildflowers and Ferns of Kentucky,1:0,352,4:4,total:10,1,4,University Press of Kentucky,3,1971,,Mary E. Wharton,4.6,2:0,5:6,0813112346,3:0,a guide to the wildflowers and ferns of kentucky,duplicate_title
77760,Leaves of Grass,1:2036,528,4:26936,total:86508,1,6,Bantam Classics,46,1983,,Walt Whitman,4.12,2:4069,5:39120,0553211161,3:14347,leaves of grass,duplicate_title
77764,"Farmer Boy (Little House, #2)",1:636,384,4:17856,total:53754,8,4,HarperCollins,249,2008,eng,Laura Ingalls Wilder,4.07,2:2232,5:21527,0064400034,3:11503,farmer boy little house 2,duplicate_title
77765,"The First Four Years (Little House, #9)",1:444,134,4:10983,total:33579,14,10,Harper Trophy,102,1971,eng,Laura Ingalls Wilder,3.88,2:2119,5:10869,006440031X,3:9164,the first four years little house 9,duplicate_title
77768,"Little Town on the Prairie (Little House, #7)",1:1017,308,4:25378,total:78435,14,10,"Harper & Row, Publishers",86,1953,eng,Laura Ingalls Wilder,4.19,2:2277,5:36102,0060264500,3:13661,little town on the prairie little house 7,duplicate_title
77769,"On the Banks of Plum Creek (Little House, #4)",1:863,339,4:30008,total:88954,8,4,HarperCollins,217,2008,eng,Laura Ingalls Wilder,4.2,2:2227,5:40465,0064400042,3:15391,on the banks of plum creek little house 4,duplicate_title
77770,"These Happy Golden Years (Little House, #8)",1:605,289,4:20521,total:64101,14,10,"Harper & Row, Publishers",1065,1953,eng,Laura Ingalls Wilder,4.19,2:2023,5:29582,0060264802,3:11370,these happy golden years little house 8,duplicate_title
77809,Self-Abandonment To Divine Providence,1:40,480,4:542,total:2191,1,3,TAN Books,5,1993,,Jean-Pierre de Caussade,4.38,2:61,5:1307,0895553120,3:241,self abandonment to divine providence,duplicate_title
77811,Self Abandonment to Divine Providence,1:40,126,4:542,total:2191,1,11,Tan Books,1,2006,,Jean-Pierre de Caussade,4.38,2:61,5:1307,1905574266,3:241,self abandonment to divine providence,duplicate_title
77815,Paradise,1:14,249,4:225,total:606,1,11,Bloomsbury,8,2004,eng,Abdulrazak Gurnah,3.5,2:71,5:88,0747573999,3:208,paradise,duplicate_title
77851,An Ice-cream War,1:34,416,4:1481,total:3168,3,4,,10,1983,en-GB,William  Boyd,3.87,2:139,5:745,0140065717,3:769,an ice cream war,duplicate_title
77899,La casa de Bernarda Alba,1:350,280,4:6339,total:17519,1,6,Ediciones Catedra S.A.,36,2005,spa,Federico García Lorca,3.8,2:1293,5:4803,843762245X,3:4734,la casa de bernarda alba,duplicate_title
77931,O Pioneers!,1:1106,309,4:17166,total:44339,1,1,Book of the Month Club,13,1995,eng,Willa Cather,3.87,2:2655,5:13099,0739433245,3:10313,o pioneers,duplicate_title
77936,O Pioneer!,1:6,256,4:68,total:179,15,4,Tor Science Fiction,19,1999,,Frederik Pohl,3.55,2:9,5:26,0812545443,3:70,o pioneer,duplicate_title
77948,"Other Voices, Other Rooms",1:188,194,4:4633,total:12527,21,9,Modern Library,23,2004,,Truman Capote,3.8,2:904,5:3326,0679643222,3:3476,other voices other rooms,duplicate_title
77972,"Jeff Herman's Guide to Book Publishers, Editors, & Literary Agents 2006",1:5,944,4:37,total:133,1,10,Three Dog Press,0,2005,,Jeff Herman,3.77,2:12,5:44,0977268209,3:35,jeff herman s guide to book publishers editors literary agents 2006,duplicate_title
77988,"Herman Classics, Volume I",1:0,220,4:7,total:19,1,10,ECW Press,0,2003,,Jim Unger,4.42,2:0,5:10,1550226169,3:2,herman classics volume i,duplicate_title
77989,Herman Classics: Volume 4,1:0,186,4:0,total:11,1,9,ECW Press,2,2006,,Jim Unger,3.91,2:2,5:6,1550227351,3:3,herman classics volume 4,duplicate_title
77997,The Complete Works,1:1,240,4:58,total:181,18,2,Book Jungle,5,2006,eng,Guy de Maupassant,4.36,2:3,5:97,1594621578,3:22,the complete works,duplicate_title
78120,Time Enough for Love,1:14,212,4:235,total:652,1,10,Loveswept,43,1997,eng,Suzanne Brockmann,3.74,2:48,5:161,0553445979,3:194,time enough for love,duplicate_title
78121,Time Enough For Love: The Lives of Lazarus Long,1:747,589,4:9954,total:30840,1,9,Ace Books,2,2001,eng,Robert A. Heinlein,3.97,2:1959,5:11641,0739419447,3:6539,time enough for love the lives of lazarus long,duplicate_title
78129,"Killing Floor (Jack Reacher, #1)",1:3535,424,4:91410,total:234113,25,4,Jove,8107,2006,eng,Lee Child,4.05,2:9188,5:85595,0515141429,3:44385,killing floor jack reacher 1,duplicate_title
78145,Le Petit Prince,1:22197,97,4:324875,total:1252632,11,1,French & European Pubns,2,1993,fre,Antoine de Saint-Exupéry,4.31,2:45895,5:702114,0318635763,3:157551,le petit prince,duplicate_title
78160,On the Meaning of Life,1:8,116,4:276,total:671,15,3,Promethean Press,31,2005,,Will Durant,3.95,2:38,5:209,0973769807,3:140,on the meaning of life,duplicate_title
78168,The Pelican Brief,1:2891,0,4:138996,total:356626,1,3,Random House Audio,7,1992,eng,John Grisham,4.0,2:13679,5:118709,0553712799,3:82351,the pelican brief,duplicate_title
78169,The Summons,1:992,6,4:23640,total:64721,5,2,Random House Audio Publishing Group,13,2002,,John Grisham,3.69,2:4747,5:13822,0553528912,3:21520,the summons,duplicate_title
78171,The Brethren,1:1389,0,4:30025,total:82971,1,2,Random House Audio Publishing Group,4,2000,,John Grisham,3.73,2:5754,5:19446,0553526847,3:26357,the brethren,duplicate_title
78172,The Partner,1:928,0,4:42099,total:107009,26,2,Random House Audio,3,1997,,John Grisham,3.92,2:4582,5:31383,0553455532,3:28017,the partner,duplicate_title
78173,The Firm,1:347,2,4:13999,total:35450,1,4,Random House Audio,11,1991,eng,John Grisham,4.06,2:1361,5:12789,0553452991,3:6954,the firm,duplicate_title
78174,The Street Lawyer,1:1184,0,4:37246,total:98973,4,2,Random House Audio,6,1998,,John Grisham,3.83,2:5621,5:26683,0553502123,3:28239,the street lawyer,duplicate_title
78175,The Rainmaker,1:1183,0,4:63743,total:161825,15,5,Random House Audio,8,2001,,John Grisham,3.94,2:6714,5:48667,055371273X,3:41518,the rainmaker,duplicate_title
78176,The Runaway Jury,1:1955,14,4:102455,total:258616,1,11,Random House Audio,10,1996,,John Grisham,3.98,2:9625,5:82900,0553502069,3:61681,the runaway jury,duplicate_title
78177,The Last Juror,1:864,592,4:31810,total:79041,23,11,Random House Large Print,8,2004,,John Grisham,3.88,2:3651,5:21398,0375728295,3:21318,the last juror,duplicate_title
78178,Skipping Christmas,1:2125,4,4:16716,total:55908,29,10,RH Audio,11,2002,,John Grisham,3.49,2:6975,5:11070,0739301985,3:19022,skipping christmas,duplicate_title
78179,A Painted House,1:2238,0,4:25676,total:74535,6,2,Random House Audio Publishing Group,26,2001,,John Grisham,3.7,2:6902,5:19027,0553712527,3:20692,a painted house,duplicate_title
78181,Bleachers,1:1334,5,4:10618,total:35430,9,9,Random House Audio Publishing Group,23,2003,,John Grisham,3.48,2:4471,5:6732,073931016X,3:12275,bleachers,duplicate_title
78183,The King of Torts,1:1479,0,4:26039,total:73772,10,5,Random House Audio Publishing Group,12,2005,,John Grisham,3.68,2:6189,5:16615,073932358X,3:23450,the king of torts,duplicate_title
78188,The Double,1:212,324,4:5769,total:13993,3,10,Mariner Books,41,2005,en-US,José Saramago,3.9,2:767,5:3989,0156032589,3:3256,the double,duplicate_title
